x1,x2,x3,x4,x5,trajectory
1.717574641851055,-1.658082272950805,0.7755950285700627,1.406411368551054,1.4265550182421503,1.0
3.1285574882075995,0.06818504753116353,3.206537123376814,1.406411368551054,1.4265550182421503,1.0
2.5928908668922266,-1.6420497814463135,2.116959455420254,1.406411368551054,1.4265550182421503,1.0
3.0595803426453543,-0.7223842651151318,3.054789176242632,1.406411368551054,1.4265550182421503,1.0
3.119809648664591,0.27101671268448035,3.1871048007496676,1.406411368551054,1.4265550182421503,1.0
2.3995891743142512,-1.747100255672642,1.7738682136386774,1.406411368551054,1.4265550182421503,1.0
1.8398353993932859,-1.7107416283626258,0.9302196394438211,1.406411368551054,1.4265550182421503,1.0
-0.42479198677800556,-0.7055516394777109,-0.20904365307282452,1.406411368551054,1.4265550182421503,1.0
1.2141528378141417,1.279670185298385,0.30560729281959476,1.154611943157241,0.7971225373756422,2.0
1.4930483997105528,-1.3609058600865749,0.6325683757094344,1.154611943157241,0.7971225373756422,2.0
1.3470484511980838,1.3269233433090117,0.4530041769023337,1.154611943157241,0.7971225373756422,2.0
1.73032076701241,-1.3606512316583177,0.9637690171688452,1.154611943157241,0.7971225373756422,2.0
2.1889387861251155,0.9930138774766678,1.742144435477541,1.154611943157241,0.7971225373756422,2.0
0.27398866566303665,0.8215116037705655,-0.3002660705744439,1.154611943157241,0.7971225373756422,2.0
2.199514503536279,-0.9734917193718641,1.7622425322245174,1.154611943157241,0.7971225373756422,2.0
1.614574728222674,-1.3708179326386176,0.7961116458363602,1.154611943157241,0.7971225373756422,2.0
2.632330496299953,-1.4382561988879043,1.1722756800919913,2.6276722199270472,1.936962756720839,3.0
4.074001731997932,-1.2237835235037993,3.0119888452493435,2.6276722199270472,1.936962756720839,3.0
2.100401849730418,-1.0518987422837152,0.6932440559052818,2.6276722199270472,1.936962756720839,3.0
3.783755307256129,1.4974579982015308,2.578014273228153,2.6276722199270472,1.936962756720839,3.0
3.990591619839825,1.3253163698789903,2.8839917924799727,2.6276722199270472,1.936962756720839,3.0
4.3474994463404295,-0.6027116305363159,3.450259135042949,2.6276722199270472,1.936962756720839,3.0
4.296410681221657,-0.7813609414853259,3.3662291156911213,2.6276722199270472,1.936962756720839,3.0
1.9870249118395273,0.937748088166376,0.6050634080365856,2.6276722199270472,1.936962756720839,3.0
-2.3944421300869165,-1.32444922161796,0.7392627098221592,3.358009049119541,0.6555903938682193,4.0
-0.7536356180669481,-1.1363696103356353,-0.02985172265390832,3.358009049119541,0.6555903938682193,4.0
0.6600039236168143,-1.1242462585458213,-0.04956004733533266,3.358009049119541,0.6555903938682193,4.0
-2.325405562238911,1.3266240517587826,0.6907455863612223,3.358009049119541,0.6555903938682193,4.0
-3.475953576998489,0.8380376367664789,1.6845996960430225,3.358009049119541,0.6555903938682193,4.0
-2.155674039986708,1.3247900485651558,0.5774968646990631,3.358009049119541,0.6555903938682193,4.0
-3.1021147670088722,1.1496947505856472,1.3184396906702662,3.358009049119541,0.6555903938682193,4.0
-1.2534688115915804,1.214002149145061,0.11952510026740537,3.358009049119541,0.6555903938682193,4.0
-2.0707298565946806,-0.8368835398470292,1.710468184802291,1.0288033895410957,0.9538684043044628,5.0
-2.1864062769564176,-0.5300357942138454,1.94979976084179,1.0288033895410957,0.9538684043044628,5.0
-1.0478838358391707,-0.8018056695486729,0.16019044281354722,1.0288033895410957,0.9538684043044628,5.0
-1.1411398282178382,-0.8891200911666813,0.2594026710681017,1.0288033895410957,0.9538684043044628,5.0
-0.640569469326958,0.024932629137117558,-0.17404799975344096,1.0288033895410957,0.9538684043044628,5.0
-0.6433251202249385,0.06706653239276586,-0.1723284458440487,1.0288033895410957,0.9538684043044628,5.0
-1.1945748500987006,0.9333294860989891,0.32005999528070883,1.0288033895410957,0.9538684043044628,5.0
-1.4924870051156123,-1.1013218045619202,0.7091083251927346,1.0288033895410957,0.9538684043044628,5.0
